CustomerID,Product,TransactionID,Gender,Quantity,Amount,City,SalesTime,Category
CID00257,GoPro Hero 11,TX000257,Male,9,200.7,Hawassa,2024-01-11 16:00:00,Electronics
CID00258,KitchenAid Mixer,TX000258,Female,7,174.91,Addis Ababa,2024-01-11 17:00:00,Home Appliances
CID00259,Maybelline Mascara,TX000259,Male,5,288.64,Bahir Dar,2024-01-11 18:00:00,Beauty
CID00260,Sony PlayStation 5,TX000260,Female,5,214.58,Addis Ababa,2024-01-11 19:00:00,Toys
CID00261,Sony PlayStation 5,TX000261,Male,6,499.04,Hawassa,2024-01-11 20:00:00,Toys
CID00262,Dell XPS 13 Laptop,TX000262,Female,2,327.62,Dire Dawa,2024-01-11 21:00:00,Electronics
CID00263,Jabra Elite 75t,TX000263,Female,7,478.58,Adama,2024-01-11 22:00:00,Electronics
CID00264,LG Refrigerator,TX000264,Male,7,90.87,Hawassa,2024-01-11 23:00:00,Home Appliances
CID00265,iPhone 14,TX000265,Male,1,262.68,Hawassa,2024-01-12 00:00:00,Electronics
CID00266,iPhone 14,TX000266,Male,5,357.41,Adama,2024-01-12 01:00:00,Electronics
CID00267,Blender Bottle,TX000267,Male,8,492.35,Addis Ababa,2024-01-12 02:00:00,Groceries
CID00268,Maybelline Mascara,TX000268,Male,7,477.39,Jimma,2024-01-12 03:00:00,Beauty
CID00269,Asus ROG Gaming Laptop,TX000269,Male,1,416.48,Adama,2024-01-12 04:00:00,Electronics
CID00270,Desk Organizer,TX000270,Male,5,219.49,Jimma,2024-01-12 05:00:00,Office Supplies
CID00271,Car Seat Cover,TX000271,Female,5,99.08,Addis Ababa,2024-01-12 06:00:00,Automotive
CID00272,Sony Bravia 4K TV,TX000272,Female,8,323.68,Dire Dawa,2024-01-12 07:00:00,Electronics
CID00273,LG Refrigerator,TX000273,Male,5,63.33,Hawassa,2024-01-12 08:00:00,Home Appliances
CID00274,Seiko Watch,TX000274,Male,4,396.31,Dire Dawa,2024-01-12 09:00:00,Accessories
CID00275,iPhone 14,TX000275,Male,5,198.74,Jimma,2024-01-12 10:00:00,Electronics
CID00276,Maybelline Mascara,TX000276,Female,5,417.85,Jimma,2024-01-12 11:00:00,Beauty
CID00277,Philips Hue Smart Bulbs,TX000277,Male,1,323.21,Bahir Dar,2024-01-12 12:00:00,Home Appliances
CID00278,L’Oreal Face Cream,TX000278,Female,2,37.53,Addis Ababa,2024-01-12 13:00:00,Beauty
CID00279,LG Refrigerator,TX000279,Male,4,327.31,Hawassa,2024-01-12 14:00:00,Home Appliances
CID00280,Oculus Quest 2,TX000280,Male,6,439.15,Dire Dawa,2024-01-12 15:00:00,Electronics
CID00281,Sony Bravia 4K TV,TX000281,Male,6,149.58,Dire Dawa,2024-01-12 16:00:00,Electronics
CID00282,Wilson Tennis Racket,TX000282,Male,2,270.84,Dire Dawa,2024-01-12 17:00:00,Sports
CID00283,Yoga Mat,TX000283,Female,2,458.12,Adama,2024-01-12 18:00:00,Sports
CID00284,LG Refrigerator,TX000284,Female,5,257.75,Dire Dawa,2024-01-12 19:00:00,Home Appliances
CID00285,Samsung Galaxy S23,TX000285,Male,2,220.77,Hawassa,2024-01-12 20:00:00,Electronics
CID00286,Bose SoundLink Speaker,TX000286,Male,2,172.89,Hawassa,2024-01-12 21:00:00,Electronics
CID00287,Samsung Galaxy S23,TX000287,Male,7,267.76,Jimma,2024-01-12 22:00:00,Electronics
CID00288,KitchenAid Mixer,TX000288,Female,8,363.77,Addis Ababa,2024-01-12 23:00:00,Home Appliances
CID00289,Seiko Watch,TX000289,Male,2,19.33,Adama,2024-01-13 00:00:00,Accessories
CID00290,TCL Smart TV,TX000290,Female,8,245.95,Bahir Dar,2024-01-13 01:00:00,Electronics
CID00291,Harry Potter Box Set,TX000291,Male,3,208.91,Hawassa,2024-01-13 02:00:00,Books
CID00292,Dell XPS 13 Laptop,TX000292,Male,3,334.58,Dire Dawa,2024-01-13 03:00:00,Electronics
CID00293,iPhone 14,TX000293,Male,3,238.65,Jimma,2024-01-13 04:00:00,Electronics
CID00294,Jabra Elite 75t,TX000294,Male,9,97.66,Jimma,2024-01-13 05:00:00,Electronics
CID00295,Maybelline Mascara,TX000295,Female,9,449.26,Dire Dawa,2024-01-13 06:00:00,Beauty
CID00296,Monopoly Board Game,TX000296,Female,6,79.84,Addis Ababa,2024-01-13 07:00:00,Toys
CID00297,Philips Hue Smart Bulbs,TX000297,Female,4,276.94,Dire Dawa,2024-01-13 08:00:00,Home Appliances
CID00298,KitchenAid Mixer,TX000298,Female,6,327.36,Dire Dawa,2024-01-13 09:00:00,Home Appliances
CID00299,Philips Hue Smart Bulbs,TX000299,Female,8,203.41,Adama,2024-01-13 10:00:00,Home Appliances
CID00300,Smeg Coffee Machine,TX000300,Female,9,229.32,Bahir Dar,2024-01-13 11:00:00,Home Appliances
CID00301,Asus ROG Gaming Laptop,TX000301,Male,6,160.2,Addis Ababa,2024-01-13 12:00:00,Electronics
CID00302,Under Armour Hoodie,TX000302,Male,7,103.28,Adama,2024-01-13 13:00:00,Clothing
CID00303,LG Refrigerator,TX000303,Female,3,29.47,Hawassa,2024-01-13 14:00:00,Home Appliances
CID00304,Wilson Tennis Racket,TX000304,Male,2,267.52,Addis Ababa,2024-01-13 15:00:00,Sports
CID00305,KitchenAid Mixer,TX000305,Female,7,178.42,Jimma,2024-01-13 16:00:00,Home Appliances
CID00306,Bose SoundLink Speaker,TX000306,Female,3,270.84,Hawassa,2024-01-13 17:00:00,Electronics
CID00307,Fitbit Charge 5,TX000307,Female,5,61.35,Jimma,2024-01-13 18:00:00,Electronics
CID00308,Samsung Galaxy S23,TX000308,Male,6,319.63,Bahir Dar,2024-01-13 19:00:00,Electronics
CID00309,Samsung Smartwatch,TX000309,Male,5,333.22,Adama,2024-01-13 20:00:00,Electronics
CID00310,Nike Air Max,TX000310,Male,7,383.91,Jimma,2024-01-13 21:00:00,Clothing
CID00311,Desk Organizer,TX000311,Male,9,425.48,Jimma,2024-01-13 22:00:00,Office Supplies
CID00312,LG Refrigerator,TX000312,Male,5,273.44,Hawassa,2024-01-13 23:00:00,Home Appliances
CID00313,Bose QuietComfort 35,TX000313,Male,5,353.53,Hawassa,2024-01-14 00:00:00,Electronics
CID00314,Wilson Tennis Racket,TX000314,Male,4,351.63,Addis Ababa,2024-01-14 01:00:00,Sports
CID00315,Levi’s 501 Jeans,TX000315,Male,1,323.05,Adama,2024-01-14 02:00:00,Clothing
CID00316,Smeg Coffee Machine,TX000316,Female,1,160.65,Addis Ababa,2024-01-14 03:00:00,Home Appliances
CID00317,Vitamix Blender,TX000317,Male,6,219.29,Hawassa,2024-01-14 04:00:00,Home Appliances
CID00318,Smeg Coffee Machine,TX000318,Female,9,199.81,Dire Dawa,2024-01-14 05:00:00,Home Appliances
CID00319,Office Chair,TX000319,Female,6,484.23,Bahir Dar,2024-01-14 06:00:00,Furniture
CID00320,Under Armour Hoodie,TX000320,Male,1,153.64,Adama,2024-01-14 07:00:00,Clothing
CID00321,Under Armour Hoodie,TX000321,Male,6,97.81,Adama,2024-01-14 08:00:00,Clothing
CID00322,Bose QuietComfort 35,TX000322,Male,1,453.9,Hawassa,2024-01-14 09:00:00,Electronics
CID00323,Smeg Coffee Machine,TX000323,Male,7,211.59,Adama,2024-01-14 10:00:00,Home Appliances
CID00324,Sony PlayStation 5,TX000324,Female,7,272.07,Addis Ababa,2024-01-14 11:00:00,Toys
CID00325,Harry Potter Box Set,TX000325,Female,5,442.83,Addis Ababa,2024-01-14 12:00:00,Books
CID00326,TCL Smart TV,TX000326,Female,6,90.91,Adama,2024-01-14 13:00:00,Electronics
CID00327,Apple Watch Series 8,TX000327,Female,9,39.69,Bahir Dar,2024-01-14 14:00:00,Electronics
CID00328,iPhone 14,TX000328,Female,2,131.62,Dire Dawa,2024-01-14 15:00:00,Electronics
CID00329,Monopoly Board Game,TX000329,Male,2,277.75,Dire Dawa,2024-01-14 16:00:00,Toys
CID00330,Canon EOS R5 Camera,TX000330,Female,7,252.4,Adama,2024-01-14 17:00:00,Electronics
CID00331,Maybelline Mascara,TX000331,Female,7,352.27,Hawassa,2024-01-14 18:00:00,Beauty
CID00332,Dell XPS 13 Laptop,TX000332,Female,6,299.72,Jimma,2024-01-14 19:00:00,Electronics
CID00333,Nintendo Switch,TX000333,Female,1,160.06,Adama,2024-01-14 20:00:00,Toys
CID00334,Asus ROG Gaming Laptop,TX000334,Male,1,82.08,Dire Dawa,2024-01-14 21:00:00,Electronics
CID00335,Office Chair,TX000335,Male,7,104.83,Hawassa,2024-01-14 22:00:00,Furniture
CID00336,Wilson Tennis Racket,TX000336,Female,2,180.69,Addis Ababa,2024-01-14 23:00:00,Sports
CID00337,Sony Bravia 4K TV,TX000337,Female,9,342.52,Dire Dawa,2024-01-15 00:00:00,Electronics
CID00338,Yoga Mat,TX000338,Male,6,202.26,Jimma,2024-01-15 01:00:00,Sports
CID00339,Samsung Smartwatch,TX000339,Female,3,372.35,Dire Dawa,2024-01-15 02:00:00,Electronics
CID00340,L’Oreal Face Cream,TX000340,Male,9,210.38,Hawassa,2024-01-15 03:00:00,Beauty
CID00341,Oculus Quest 2,TX000341,Male,4,194.36,Addis Ababa,2024-01-15 04:00:00,Electronics
CID00342,Office Chair,TX000342,Female,4,430.52,Adama,2024-01-15 05:00:00,Furniture
CID00343,Sony Bravia 4K TV,TX000343,Female,8,56.8,Bahir Dar,2024-01-15 06:00:00,Electronics
CID00344,Levi’s Jacket,TX000344,Male,2,233.43,Adama,2024-01-15 07:00:00,Clothing
CID00345,Levi’s 501 Jeans,TX000345,Female,4,158.44,Addis Ababa,2024-01-15 08:00:00,Clothing
CID00346,Bose SoundLink Speaker,TX000346,Female,9,185.87,Bahir Dar,2024-01-15 09:00:00,Electronics
CID00347,LG Refrigerator,TX000347,Female,1,331.61,Adama,2024-01-15 10:00:00,Home Appliances
CID00348,Levi’s Jacket,TX000348,Male,9,351.53,Dire Dawa,2024-01-15 11:00:00,Clothing
CID00349,Under Armour Hoodie,TX000349,Male,5,116.07,Hawassa,2024-01-15 12:00:00,Clothing
CID00350,Maybelline Mascara,TX000350,Male,4,369.45,Jimma,2024-01-15 13:00:00,Beauty
CID00351,KitchenAid Mixer,TX000351,Female,2,17.5,Dire Dawa,2024-01-15 14:00:00,Home Appliances
CID00352,Seiko Watch,TX000352,Male,8,190.07,Bahir Dar,2024-01-15 15:00:00,Accessories
CID00353,Sony PlayStation 5,TX000353,Male,5,36.98,Addis Ababa,2024-01-15 16:00:00,Toys
CID00354,Yoga Mat,TX000354,Female,5,308.73,Addis Ababa,2024-01-15 17:00:00,Sports
CID00355,Seiko Watch,TX000355,Male,4,191.21,Jimma,2024-01-15 18:00:00,Accessories
CID00356,Jabra Elite 75t,TX000356,Female,4,247.55,Hawassa,2024-01-15 19:00:00,Electronics
CID00357,Jabra Elite 75t,TX000357,Male,8,100.19,Hawassa,2024-01-15 20:00:00,Electronics
CID00358,Smeg Coffee Machine,TX000358,Female,3,110.48,Dire Dawa,2024-01-15 21:00:00,Home Appliances
CID00359,Office Chair,TX000359,Male,6,429.01,Hawassa,2024-01-15 22:00:00,Furniture
CID00360,Fitbit Charge 5,TX000360,Female,4,134.81,Dire Dawa,2024-01-15 23:00:00,Electronics
CID00361,Monopoly Board Game,TX000361,Female,7,95.36,Hawassa,2024-01-16 00:00:00,Toys
CID00362,Blender Bottle,TX000362,Female,6,348.86,Adama,2024-01-16 01:00:00,Groceries
CID00363,Nintendo Switch,TX000363,Male,5,427.79,Jimma,2024-01-16 02:00:00,Toys
CID00364,Samsung Galaxy S23,TX000364,Female,5,483.56,Bahir Dar,2024-01-16 03:00:00,Electronics
CID00365,Blender Bottle,TX000365,Female,1,401.58,Dire Dawa,2024-01-16 04:00:00,Groceries
CID00366,Monopoly Board Game,TX000366,Male,8,13.36,Addis Ababa,2024-01-16 05:00:00,Toys
CID00367,Under Armour Hoodie,TX000367,Female,1,213.83,Dire Dawa,2024-01-16 06:00:00,Clothing
CID00368,GoPro Hero 11,TX000368,Female,7,414.05,Addis Ababa,2024-01-16 07:00:00,Electronics
CID00369,Car Seat Cover,TX000369,Male,4,272.48,Addis Ababa,2024-01-16 08:00:00,Automotive
CID00370,Jabra Elite 75t,TX000370,Female,1,128.97,Addis Ababa,2024-01-16 09:00:00,Electronics
CID00371,Under Armour Hoodie,TX000371,Female,2,489.35,Adama,2024-01-16 10:00:00,Clothing
CID00372,Puma Running Shoes,TX000372,Male,2,390.82,Dire Dawa,2024-01-16 11:00:00,Clothing
CID00373,Philips Hue Smart Bulbs,TX000373,Female,7,483.73,Bahir Dar,2024-01-16 12:00:00,Home Appliances
CID00374,Monopoly Board Game,TX000374,Male,9,494.12,Dire Dawa,2024-01-16 13:00:00,Toys
CID00375,Fossil Watch,TX000375,Male,5,193.36,Adama,2024-01-16 14:00:00,Accessories
CID00376,Apple Watch Series 8,TX000376,Male,5,414.08,Adama,2024-01-16 15:00:00,Electronics
CID00377,Under Armour Hoodie,TX000377,Male,3,315.72,Hawassa,2024-01-16 16:00:00,Clothing
CID00378,Blender Bottle,TX000378,Male,3,443.42,Jimma,2024-01-16 17:00:00,Groceries
CID00379,Blender Bottle,TX000379,Male,1,340.54,Addis Ababa,2024-01-16 18:00:00,Groceries
CID00380,L’Oreal Face Cream,TX000380,Female,4,468.64,Adama,2024-01-16 19:00:00,Beauty
CID00381,Maybelline Mascara,TX000381,Female,7,341.7,Bahir Dar,2024-01-16 20:00:00,Beauty
CID00382,Monopoly Board Game,TX000382,Male,4,187.92,Bahir Dar,2024-01-16 21:00:00,Toys
CID00383,Apple Watch Series 8,TX000383,Female,9,29.62,Hawassa,2024-01-16 22:00:00,Electronics
CID00384,Sony PlayStation 5,TX000384,Male,9,416.81,Hawassa,2024-01-16 23:00:00,Toys
CID00385,L’Oreal Face Cream,TX000385,Female,7,329.57,Hawassa,2024-01-17 00:00:00,Beauty
CID00386,Levi’s 501 Jeans,TX000386,Female,8,333.6,Jimma,2024-01-17 01:00:00,Clothing
CID00387,Sony PlayStation 5,TX000387,Male,6,75.34,Addis Ababa,2024-01-17 02:00:00,Toys
CID00388,Samsung Galaxy S23,TX000388,Male,4,25.37,Adama,2024-01-17 03:00:00,Electronics
CID00389,Jabra Elite 75t,TX000389,Male,1,16.99,Addis Ababa,2024-01-17 04:00:00,Electronics
CID00390,Sony Bravia 4K TV,TX000390,Female,5,159.99,Bahir Dar,2024-01-17 05:00:00,Electronics
CID00391,GoPro Hero 11,TX000391,Male,1,291.15,Hawassa,2024-01-17 06:00:00,Electronics
CID00392,Office Chair,TX000392,Female,3,306.69,Bahir Dar,2024-01-17 07:00:00,Furniture
CID00393,Puma Running Shoes,TX000393,Female,8,75.29,Adama,2024-01-17 08:00:00,Clothing
CID00394,Puma Running Shoes,TX000394,Female,1,188.44,Bahir Dar,2024-01-17 09:00:00,Clothing
CID00395,Yoga Mat,TX000395,Female,3,110.94,Addis Ababa,2024-01-17 10:00:00,Sports
CID00396,LG Refrigerator,TX000396,Female,4,436.48,Jimma,2024-01-17 11:00:00,Home Appliances
CID00397,TCL Smart TV,TX000397,Female,5,114.01,Jimma,2024-01-17 12:00:00,Electronics
CID00398,Levi’s 501 Jeans,TX000398,Female,8,255.69,Dire Dawa,2024-01-17 13:00:00,Clothing
CID00399,Nintendo Switch,TX000399,Male,9,289.07,Bahir Dar,2024-01-17 14:00:00,Toys
CID00400,Smeg Coffee Machine,TX000400,Female,5,201.5,Bahir Dar,2024-01-17 15:00:00,Home Appliances
CID00401,Levi’s Jacket,TX000401,Male,7,220.5,Addis Ababa,2024-01-17 16:00:00,Clothing
CID00402,Yoga Mat,TX000402,Female,6,411.84,Jimma,2024-01-17 17:00:00,Sports
CID00403,Asus ROG Gaming Laptop,TX000403,Female,6,136.38,Addis Ababa,2024-01-17 18:00:00,Electronics
CID00404,Seiko Watch,TX000404,Male,7,456.09,Jimma,2024-01-17 19:00:00,Accessories
CID00405,Smeg Coffee Machine,TX000405,Male,4,463.39,Adama,2024-01-17 20:00:00,Home Appliances
CID00406,Canon EOS R5 Camera,TX000406,Male,1,450.24,Bahir Dar,2024-01-17 21:00:00,Electronics
CID00407,Office Chair,TX000407,Female,3,387.11,Adama,2024-01-17 22:00:00,Furniture
CID00408,Jabra Elite 75t,TX000408,Female,9,116.68,Bahir Dar,2024-01-17 23:00:00,Electronics
CID00409,L’Oreal Face Cream,TX000409,Female,9,146.09,Hawassa,2024-01-18 00:00:00,Beauty
CID00410,Yoga Mat,TX000410,Male,8,389.93,Hawassa,2024-01-18 01:00:00,Sports
CID00411,Vitamix Blender,TX000411,Female,1,141.15,Adama,2024-01-18 02:00:00,Home Appliances
CID00412,Sony PlayStation 5,TX000412,Male,4,200.7,Hawassa,2024-01-18 03:00:00,Toys
CID00413,Yoga Mat,TX000413,Female,6,480.58,Dire Dawa,2024-01-18 04:00:00,Sports
CID00414,Levi’s Jacket,TX000414,Male,4,36.23,Bahir Dar,2024-01-18 05:00:00,Clothing
CID00415,LG Refrigerator,TX000415,Female,2,400.62,Jimma,2024-01-18 06:00:00,Home Appliances
CID00416,Under Armour Hoodie,TX000416,Female,6,73.2,Addis Ababa,2024-01-18 07:00:00,Clothing
CID00417,Philips Hue Smart Bulbs,TX000417,Male,3,379.85,Adama,2024-01-18 08:00:00,Home Appliances
CID00418,Levi’s 501 Jeans,TX000418,Male,6,320.05,Hawassa,2024-01-18 09:00:00,Clothing
CID00419,Maybelline Mascara,TX000419,Female,3,87.3,Bahir Dar,2024-01-18 10:00:00,Beauty
CID00420,Smeg Coffee Machine,TX000420,Male,6,366.94,Hawassa,2024-01-18 11:00:00,Home Appliances
CID00421,Samsung Smartwatch,TX000421,Female,1,245.96,Dire Dawa,2024-01-18 12:00:00,Electronics
CID00422,iPhone 14,TX000422,Male,3,248.42,Adama,2024-01-18 13:00:00,Electronics
CID00423,LG Refrigerator,TX000423,Male,3,93.93,Addis Ababa,2024-01-18 14:00:00,Home Appliances
CID00424,Car Seat Cover,TX000424,Female,8,373.96,Adama,2024-01-18 15:00:00,Automotive
CID00425,Asus ROG Gaming Laptop,TX000425,Female,7,285.54,Jimma,2024-01-18 16:00:00,Electronics
CID00426,Under Armour Hoodie,TX000426,Male,4,309.91,Hawassa,2024-01-18 17:00:00,Clothing
CID00427,Under Armour Hoodie,TX000427,Male,7,25.76,Hawassa,2024-01-18 18:00:00,Clothing
CID00428,Oculus Quest 2,TX000428,Female,8,101.23,Hawassa,2024-01-18 19:00:00,Electronics
CID00429,Maybelline Mascara,TX000429,Male,7,378.4,Adama,2024-01-18 20:00:00,Beauty
CID00430,KitchenAid Mixer,TX000430,Female,3,444.98,Jimma,2024-01-18 21:00:00,Home Appliances
CID00431,LG Refrigerator,TX000431,Male,3,212.51,Hawassa,2024-01-18 22:00:00,Home Appliances
CID00432,Yoga Mat,TX000432,Male,3,386.84,Hawassa,2024-01-18 23:00:00,Sports
CID00433,Levi’s Jacket,TX000433,Female,2,368.09,Addis Ababa,2024-01-19 00:00:00,Clothing
CID00434,Fossil Watch,TX000434,Male,7,439.47,Bahir Dar,2024-01-19 01:00:00,Accessories
CID00435,L’Oreal Face Cream,TX000435,Male,8,67.93,Dire Dawa,2024-01-19 02:00:00,Beauty
CID00436,iPhone 14,TX000436,Male,7,422.75,Addis Ababa,2024-01-19 03:00:00,Electronics
CID00437,Blender Bottle,TX000437,Male,8,233.7,Bahir Dar,2024-01-19 04:00:00,Groceries
CID00438,Wilson Tennis Racket,TX000438,Male,4,372.36,Dire Dawa,2024-01-19 05:00:00,Sports
CID00439,L’Oreal Face Cream,TX000439,Male,2,240.73,Bahir Dar,2024-01-19 06:00:00,Beauty
CID00440,Adidas Ultraboost,TX000440,Male,5,356.92,Addis Ababa,2024-01-19 07:00:00,Clothing
CID00441,Car Seat Cover,TX000441,Female,2,246.79,Adama,2024-01-19 08:00:00,Automotive
CID00442,Monopoly Board Game,TX000442,Female,8,385.51,Adama,2024-01-19 09:00:00,Toys
CID00443,Asus ROG Gaming Laptop,TX000443,Male,1,71.82,Hawassa,2024-01-19 10:00:00,Electronics
CID00444,Bose QuietComfort 35,TX000444,Female,1,290.5,Hawassa,2024-01-19 11:00:00,Electronics
CID00445,Asus ROG Gaming Laptop,TX000445,Female,4,470.24,Bahir Dar,2024-01-19 12:00:00,Electronics
CID00446,Nike Air Max,TX000446,Male,1,29.91,Bahir Dar,2024-01-19 13:00:00,Clothing
CID00447,GoPro Hero 11,TX000447,Male,3,91.75,Adama,2024-01-19 14:00:00,Electronics
CID00448,Sony PlayStation 5,TX000448,Male,2,136.55,Dire Dawa,2024-01-19 15:00:00,Toys
CID00449,Vitamix Blender,TX000449,Female,7,333.07,Adama,2024-01-19 16:00:00,Home Appliances
CID00450,Harry Potter Box Set,TX000450,Female,9,379.81,Hawassa,2024-01-19 17:00:00,Books
CID00451,Puma Running Shoes,TX000451,Female,6,289.9,Hawassa,2024-01-19 18:00:00,Clothing
CID00452,LG Refrigerator,TX000452,Male,4,372.92,Bahir Dar,2024-01-19 19:00:00,Home Appliances
CID00453,Fossil Watch,TX000453,Male,5,482.1,Dire Dawa,2024-01-19 20:00:00,Accessories
CID00454,Nintendo Switch,TX000454,Female,5,449.53,Hawassa,2024-01-19 21:00:00,Toys
CID00455,Wilson Tennis Racket,TX000455,Male,5,224.59,Adama,2024-01-19 22:00:00,Sports
CID00456,Fitbit Charge 5,TX000456,Male,6,223.82,Addis Ababa,2024-01-19 23:00:00,Electronics
CID00457,KitchenAid Mixer,TX000457,Female,3,263.51,Dire Dawa,2024-01-20 00:00:00,Home Appliances
CID00458,KitchenAid Mixer,TX000458,Female,4,87.29,Adama,2024-01-20 01:00:00,Home Appliances
CID00459,Asus ROG Gaming Laptop,TX000459,Female,7,321.18,Hawassa,2024-01-20 02:00:00,Electronics
CID00460,Levi’s Jacket,TX000460,Female,3,246.37,Addis Ababa,2024-01-20 03:00:00,Clothing
CID00461,Fitbit Charge 5,TX000461,Female,1,270.9,Adama,2024-01-20 04:00:00,Electronics
CID00462,Nintendo Switch,TX000462,Female,2,440.03,Dire Dawa,2024-01-20 05:00:00,Toys
CID00463,Harry Potter Box Set,TX000463,Male,9,491.32,Hawassa,2024-01-20 06:00:00,Books
CID00464,Sony PlayStation 5,TX000464,Female,3,323.93,Adama,2024-01-20 07:00:00,Toys
CID00465,Canon EOS R5 Camera,TX000465,Female,9,152.85,Bahir Dar,2024-01-20 08:00:00,Electronics
CID00466,Puma Running Shoes,TX000466,Female,6,351.46,Hawassa,2024-01-20 09:00:00,Clothing
CID00467,Nintendo Switch,TX000467,Male,4,320.9,Dire Dawa,2024-01-20 10:00:00,Toys
CID00468,Vitamix Blender,TX000468,Male,5,442.74,Jimma,2024-01-20 11:00:00,Home Appliances
CID00469,Wilson Tennis Racket,TX000469,Female,1,229.05,Addis Ababa,2024-01-20 12:00:00,Sports
CID00470,Smeg Coffee Machine,TX000470,Female,3,284.35,Jimma,2024-01-20 13:00:00,Home Appliances
CID00471,Fossil Watch,TX000471,Female,8,187.54,Hawassa,2024-01-20 14:00:00,Accessories
CID00472,TCL Smart TV,TX000472,Male,9,353.11,Addis Ababa,2024-01-20 15:00:00,Electronics
CID00473,Jabra Elite 75t,TX000473,Male,6,208.29,Bahir Dar,2024-01-20 16:00:00,Electronics
CID00474,Levi’s Jacket,TX000474,Male,1,494.29,Dire Dawa,2024-01-20 17:00:00,Clothing
CID00475,Vitamix Blender,TX000475,Female,4,90.42,Addis Ababa,2024-01-20 18:00:00,Home Appliances
CID00476,Adidas Ultraboost,TX000476,Female,1,489.68,Adama,2024-01-20 19:00:00,Clothing
CID00477,Harry Potter Box Set,TX000477,Male,8,170.12,Adama,2024-01-20 20:00:00,Books
CID00478,Sony Bravia 4K TV,TX000478,Female,5,178.13,Hawassa,2024-01-20 21:00:00,Electronics
CID00479,Car Seat Cover,TX000479,Male,3,20.21,Dire Dawa,2024-01-20 22:00:00,Automotive
CID00480,KitchenAid Mixer,TX000480,Male,4,148.08,Addis Ababa,2024-01-20 23:00:00,Home Appliances
CID00481,Wilson Tennis Racket,TX000481,Male,1,297.49,Jimma,2024-01-21 00:00:00,Sports
CID00482,Philips Hue Smart Bulbs,TX000482,Male,3,164.36,Bahir Dar,2024-01-21 01:00:00,Home Appliances
CID00483,GoPro Hero 11,TX000483,Female,6,279.95,Jimma,2024-01-21 02:00:00,Electronics
CID00484,Jabra Elite 75t,TX000484,Female,3,265.67,Bahir Dar,2024-01-21 03:00:00,Electronics
CID00485,Asus ROG Gaming Laptop,TX000485,Male,9,93.98,Adama,2024-01-21 04:00:00,Electronics
CID00486,Blender Bottle,TX000486,Female,8,298.12,Adama,2024-01-21 05:00:00,Groceries
CID00487,Jabra Elite 75t,TX000487,Male,4,100.7,Addis Ababa,2024-01-21 06:00:00,Electronics
CID00488,Dell XPS 13 Laptop,TX000488,Male,4,488.32,Addis Ababa,2024-01-21 07:00:00,Electronics
CID00489,Yoga Mat,TX000489,Female,9,273.2,Dire Dawa,2024-01-21 08:00:00,Sports
CID00490,Harry Potter Box Set,TX000490,Male,9,31.76,Hawassa,2024-01-21 09:00:00,Books
CID00491,Monopoly Board Game,TX000491,Female,1,449.48,Dire Dawa,2024-01-21 10:00:00,Toys
CID00492,Fossil Watch,TX000492,Male,4,390.29,Hawassa,2024-01-21 11:00:00,Accessories
CID00493,Samsung Smartwatch,TX000493,Female,4,98.01,Adama,2024-01-21 12:00:00,Electronics
CID00494,Oculus Quest 2,TX000494,Female,6,76.96,Jimma,2024-01-21 13:00:00,Electronics
CID00495,Oculus Quest 2,TX000495,Female,9,62.5,Hawassa,2024-01-21 14:00:00,Electronics
CID00496,Bose SoundLink Speaker,TX000496,Female,5,344.2,Adama,2024-01-21 15:00:00,Electronics
CID00497,Dell XPS 13 Laptop,TX000497,Male,4,221.61,Addis Ababa,2024-01-21 16:00:00,Electronics
CID00498,TCL Smart TV,TX000498,Female,7,28.81,Addis Ababa,2024-01-21 17:00:00,Electronics
CID00499,Bose SoundLink Speaker,TX000499,Male,3,437.94,Bahir Dar,2024-01-21 18:00:00,Electronics
CID00500,Nike Air Max,TX000500,Male,1,112.29,Dire Dawa,2024-01-21 19:00:00,Clothing
CID00501,Monopoly Board Game,TX000501,Male,2,352.77,Hawassa,2024-01-21 20:00:00,Toys
CID00502,Dell XPS 13 Laptop,TX000502,Female,2,265.23,Dire Dawa,2024-01-21 21:00:00,Electronics
CID00503,Blender Bottle,TX000503,Female,9,130.22,Addis Ababa,2024-01-21 22:00:00,Groceries
CID00504,Asus ROG Gaming Laptop,TX000504,Male,9,206.78,Bahir Dar,2024-01-21 23:00:00,Electronics
CID00505,Samsung Smartwatch,TX000505,Female,6,21.34,Bahir Dar,2024-01-22 00:00:00,Electronics
CID00506,Sony PlayStation 5,TX000506,Female,6,270.21,Jimma,2024-01-22 01:00:00,Toys
CID00507,Canon EOS R5 Camera,TX000507,Female,1,281.06,Addis Ababa,2024-01-22 02:00:00,Electronics
CID00508,Philips Hue Smart Bulbs,TX000508,Female,2,24.96,Adama,2024-01-22 03:00:00,Home Appliances
CID00509,iPhone 14,TX000509,Male,6,249.79,Hawassa,2024-01-22 04:00:00,Electronics
CID00510,Desk Organizer,TX000510,Female,8,333.69,Adama,2024-01-22 05:00:00,Office Supplies
CID00511,Vitamix Blender,TX000511,Male,7,433.94,Hawassa,2024-01-22 06:00:00,Home Appliances
CID00512,Vitamix Blender,TX000512,Male,9,324.57,Jimma,2024-01-22 07:00:00,Home Appliances
CID00513,Oculus Quest 2,TX000513,Male,2,153.39,Dire Dawa,2024-01-22 08:00:00,Electronics
